x	y
103	64
62	43
23	40
102	44
101	5
101	8
51	45
58	44
91	44
1	70
21	39
73	25
86	40
62	25
72	43
3	20
87	23
43	25
81	23
102	73
88	14
11	75
2	53
91	29
1	58
21	107
2	13
91	20
128	129
2	78
71	100
91	37
42	99
79	40
69	100
91	62
2	8
102	23
23	100
99	125
73	54
42	4
4	60
13	60
72	13
62	24
6	68
72	43
98	25
76	100
76	73
91	97
87	4
1	73
72	125
94	95
3	89
16	58
88	125
91	25
26	57
106	72
73	9
31	44
2	88
21	93
22	100
24	90
3	70
91	88
42	125
74	70
11	29
33	100
123	59
77	93
21	23
96	43
22	68
54	25
91	25
26	20
26	87
56	74
91	3
21	44
21	4
96	23
92	104
2	89
8	4
3	55
68	5
67	54
96	99
56	94
87	3
3	109
42	44
42	40
6	25
37	88
3	44
11	93
37	23
96	87
56	72
74	75
63	90
91	103
94	5
16	24
24	30
86	22
91	43
87	9
26	99
11	70
97	24
68	34
33	90
72	58
72	125
73	74
103	25
6	123
6	88
3	69
21	70
56	102
87	3
1	4
16	72
2	4
26	98
102	68
42	24
52	43
43	99
91	3
22	3
39	125
103	70
103	94
93	75
22	9
91	73
101	63
72	8
26	103
3	94
2	24
26	99
76	54
56	18
36	79
16	70
12	58
41	78
22	14
74	70
72	73
22	88
4	70
3	25
61	58
102	95
42	15
42	125
93	25
67	33
24	100
18	24
66	59
91	52
68	104
111	4
42	33
24	60
86	18
6	2
96	88
91	77
91	80
11	37
37	73
33	90
87	125
98	4
56	88
14	55
98	4
111	70
102	88
87	74
98	89
43	55
73	14
43	25
94	25
99	5
2	68
42	39
72	18
2	79
94	125
6	73
43	55
16	103
96	125
8	115
72	33
42	24
43	94
3	25
129	25
7	73
107	20
2	99
11	102
57	70
61	72
57	78
102	88
101	13
91	4
16	99
24	70
2	8
57	25
44	70
34	25
87	5
91	97
26	95
26	22
57	100
101	100
37	3
102	20
73	20
36	68
53	24
73	89
34	25
23	65
57	74
102	25
87	25
88	99
86	125
72	69
23	64
67	24
44	20
44	70
1	20
22	104
87	23
108	70
1	14
76	102
6	95
74	65
79	25
24	115
91	25
88	104
106	5
22	99
111	69
99	25
91	25
87	55
24	90
72	125
87	75
31	125
36	103
61	68
72	40
37	88
71	23
72	70
6	74
56	125
44	20
77	98
61	4
57	20
91	55
22	13
6	125
98	90
67	25
42	125
16	58
1	90
31	113
94	100
66	125
31	22
11	3
3	94
102	33
21	100
14	55
68	40
59	125
91	67
31	23
42	53
16	90
76	22
91	57
68	69
123	4
22	120
22	125
76	22
66	25
102	99
111	70
31	125
22	90
87	94
103	99
91	112
91	100
111	72
106	25
44	60
61	102
57	23
3	69
22	108
87	55
67	24
89	30
2	58
16	4
36	40
23	90
31	59
102	60
22	78
73	125
87	3
22	3
23	95
57	104
58	125
24	25
1	43
12	100
43	99
24	125
108	24
67	73
11	103
8	25
16	3
72	25
22	4
91	25
72	108
43	69
11	2
21	117
87	69
2	24
98	70
22	89
6	28
31	57
57	69
43	55
64	5
3	94
6	23
21	57
23	79
91	90
59	125
67	93
89	100
102	3
42	14
42	58
52	55
63	20
87	109
72	113
103	35
36	14
26	64
33	125
109	25
89	125
78	24
2	59
76	14
3	20
6	22
57	99
2	88
36	100
62	4
72	13
87	44
23	4
57	14
73	69
22	125
37	23
106	68
68	34
42	9
54	125
72	40
86	43
28	100
111	70
2	25
11	40
71	104
111	20
99	40
3	70
67	18
16	22
73	114
11	73
42	124
94	100
61	75
117	94
87	90
91	88
22	68
86	22
73	20
91	77
68	14
58	24
57	25
91	89
103	89
6	98
66	42
56	59
87	69
96	125
89	20
87	3
34	125
71	102
91	30
96	93
94	40
44	80
72	123
4	60
16	3
11	72
87	64
4	70
87	14
42	70
6	22
81	44
18	34
57	14
28	25
68	125
74	90
22	100
29	30
3	94
98	99
1	74
63	74
2	68
7	103
24	20
61	100
86	100
91	25
69	25
37	73
22	63
16	22
21	29
88	54
113	89
76	3
103	14
91	64
23	60
108	24
2	25
43	59
43	55
103	64
73	14
72	60
22	104
37	59
44	70
3	40
57	4
56	22
99	125
22	44
2	90
72	4
21	38
102	104
11	72
57	35
26	2
41	60
11	59
71	98
19	75
21	97
72	40
43	25
22	4
72	8
31	100
3	89
22	43
6	43
102	88
118	44
42	58
4	20
36	98
91	82
51	60
99	25
26	59
102	19
19	125
23	24
44	20
41	90
26	22
77	89
87	23
41	90
1	23
42	29
43	90
26	72
37	64
102	43
11	2
22	58
11	43
23	79
66	22
16	98
106	42
74	100
43	40
42	44
77	73
31	40
3	79
24	90
89	20
69	25
73	80
42	59
72	59
11	14
13	99
18	90
42	24
94	40
76	3
1	24
91	24
42	88
62	8
106	25
46	102
24	125
26	40
93	24
111	87
57	100
2	123
91	73
16	25
51	70
91	37
22	23
36	25
96	75
74	125
91	55
87	94
31	59
111	130
57	5
58	90
103	30
6	20
91	57
43	70
87	25
86	100
72	64
76	5
16	59
3	55
22	40
96	72
48	40
11	78
112	100
88	89
37	64
24	90
99	40
91	35
24	60
3	55
12	9
91	125
11	87
78	24
32	74
23	60
98	125
14	40
2	34
68	125
57	103
91	25
56	113
6	58
87	23
41	65
86	40
68	15
63	125
102	125
6	22
76	90
73	54
1	19
36	108
26	125
64	25
61	40
101	67
57	70
26	40
31	25
91	73
91	112
42	93
26	94
52	60
103	99
33	4
103	100
58	74
72	75
72	24
23	19
43	35
11	89
72	60
37	100
41	87
11	69
6	20
122	24
76	2
69	55
91	44
31	73
102	125
16	14
1	44
58	5
22	125
72	103
66	25
91	103
97	43
57	23
101	100
2	25
43	109
31	25
106	4
97	73
44	15
21	79
2	94
21	24
1	92
66	24
6	25
73	90
103	4
73	69
16	25
68	90
38	74
93	24
72	34
91	24
6	74
96	23
36	89
6	87
31	90
97	25
72	125
11	35
24	90
123	24
96	64
43	70
4	90
91	125
31	70
99	25
1	78
86	94
1	74
74	75
107	19
3	100
91	68
24	100
76	23
11	2
31	100
23	100
57	43
24	100
22	20
21	98
59	60
91	64
91	37
1	99
103	25
32	25
16	23
111	100
67	3
58	109
33	39
71	13
96	90
87	44
71	28
76	22
2	93
97	55
43	70
96	123
72	73
7	14
23	59
19	25
99	75
89	25
11	75
87	94
64	25
86	45
113	24
91	3
79	25
88	59
99	40
57	25
56	24
94	100
99	40
111	42
13	125
42	125
56	72
72	73
51	67
72	125
87	94
99	5
102	59
102	5
18	125
26	58
57	55
91	73
98	90
6	70
1	25
42	24
43	94
57	29
76	125
18	65
93	94
19	125
44	25
13	125
94	25
89	25
106	99
91	25
61	9
22	59
76	125
103	34
23	80
74	90
93	74
67	53
2	60
89	125
31	74
28	4
11	24
88	24
41	120
77	103
57	114
11	25
92	125
57	73
71	12
22	88
111	24
41	24
2	125
102	99
57	14
42	63
3	29
42	125
16	73
93	125
87	24
42	34
102	93
86	22
61	74
107	23
34	25
87	69
59	125
72	88
57	58
2	25
126	5
2	74
99	25
22	33
72	74
103	89
33	94
11	94
97	29
57	64
1	3
94	125
13	74
67	115
33	90
1	98
3	64
26	103
103	69
86	4
23	25
97	70
72	125
23	4
76	94
59	125
72	24
23	125
91	73
33	100
1	25
18	24
102	125
122	78
107	69
59	125
36	113
26	113
22	60
42	25
7	25
92	4
11	37
2	109
106	88
43	14
91	69
31	87
96	9
22	4
43	94
87	14
57	3
1	98
91	109
94	100
76	22
68	15
72	4
98	99
6	4
19	25
22	4
23	69
56	42
72	3
106	42
86	69
91	3
99	25
72	65
91	97
26	94
2	123
26	89
56	40
23	100
11	73
22	88
91	89
1	107
102	43
91	23
11	40
16	8
8	20
2	40
2	8
3	100
13	70
67	59
102	89
18	125
57	5
76	24
67	24
8	15
21	24
51	67
2	5
66	69
2	74
76	103
114	70
73	59
86	102
2	125
2	70
91	30
102	125
6	55
23	89
71	74
56	22
11	89
21	98
67	90
28	70
91	69
57	114
3	65
87	4
2	99
57	70
91	25
2	59
4	20
42	108
26	103
79	125
92	24
52	89
91	79
111	125
91	52
122	64
43	59
21	25
86	2
87	94
74	90
2	33
86	22
57	94
91	70
26	72
73	74
67	100
73	94
2	25
21	43
91	3
16	44
87	90
63	40
6	24
26	57
91	69
33	60
98	24
26	100
2	25
76	78
72	14
11	55
69	125
91	90
3	125
73	89
16	87
89	25
86	100
36	75
97	3
87	20
102	3
42	90
21	23
101	44
76	2
96	3
6	3
72	125
97	55
87	55
22	70
14	40
76	69
72	44
86	40
8	125
72	20
67	44
106	22
3	64
96	87
111	59
72	108
78	79
91	97
79	25
4	65
102	99
72	24
76	74
93	125
24	70
34	70
21	14
4	60
87	69
24	90
124	60
3	95
87	23
87	69
37	73
61	24
72	59
57	44
24	90
37	73
43	29
88	69
91	125
91	52
122	68
91	62
43	69
72	125
91	102
97	88
104	25
11	14
22	68
94	40
11	72
6	87
61	58
44	70
94	95
88	34
22	25
62	100
74	115
67	24
6	89
6	73
96	58
87	73
43	69
61	94
2	19
69	100
69	25
2	14
91	55
43	80
6	73
43	69
43	80
72	90
61	60
37	14
1	125
118	90
22	98
31	69
102	25
112	54
96	103
37	43
57	25
91	72
26	22
89	125
74	80
86	58
106	109
24	90
73	64
56	33
104	80
31	3
71	43
64	25
26	104
26	87
64	125
1	67
36	102
73	54
37	55
24	90
43	60
2	24
24	90
11	57
66	113
62	78
91	69
91	23
78	59
31	100
74	70
111	24
87	80
2	28
6	3
57	73
6	129
4	125
93	90
14	40
91	54
6	87
1	125
42	23
91	103
11	90
72	15
16	125
3	44
2	68
91	33
88	125
23	94
3	40
74	120
16	59
3	14
57	94
22	70
11	108
58	59
91	67
64	25
72	104
24	60
106	60
118	70
21	18
96	20
98	5
91	125
2	70
111	43
68	44
87	103
31	25
16	93
24	90
1	43
51	3
3	14
44	15
77	89
51	5
97	55
6	23
57	100
36	24
3	69
73	55
68	14
18	90
96	33
43	4
91	5
21	19
87	35
63	44
91	77
72	25
72	88
86	72
78	60
6	34
57	74
6	87
18	70
67	73
87	5
37	69
61	18
61	74
22	89
66	34
108	24
51	24
74	90
6	25
86	68
56	2
16	14
43	14
87	75
96	22
56	2
2	90
97	30
77	73
43	69
2	100
2	24
23	20
68	14
98	125
8	59
91	88
3	44
66	23
94	65
72	94
97	90
91	25
6	20
22	125
68	14
103	69
6	2
91	72
6	24
72	54
31	3
4	20
46	102
43	74
42	25
11	37
6	3
6	95
92	60
2	19
4	10
87	94
73	114
91	25
68	69
103	80
58	24
42	68
61	2
91	43
22	90
103	44
102	100
87	73
72	103
22	68
16	72
66	93
76	74
91	25
2	123
56	13
68	75
1	99
111	74
112	23
43	59
57	23
57	55
101	78
87	3
97	73
11	23
93	125
36	3
57	73
3	34
56	70
61	88
22	100
16	43
1	98
56	22
2	99
42	73
26	89
96	99
2	13
24	90
36	93
72	20
87	60
61	42
51	100
68	5
22	60
36	25
73	55
21	62
98	89
87	43
108	60
23	55
96	14
99	25
94	40
96	79
42	68
21	18
113	90
87	73
2	70
11	87
99	125
22	25
123	90
26	88
12	59
21	3
66	22
2	90
11	29
26	68
37	60
43	14
3	64
77	20
11	94
117	100
57	20
3	99
6	42
96	118
87	23
14	25
87	25
2	60
12	3
43	25
1	73
31	3
72	24
37	115
91	29
3	89
6	72
94	100
2	24
76	78
43	90
103	55
76	72
23	90
13	24
121	70
43	79
91	88
1	57
59	100
93	25
56	113
1	89
81	43
91	73
89	75
26	95
44	80
42	70
34	75
91	23
36	22
68	74
104	95
68	69
58	44
16	87
108	90
59	125
89	5
6	72
3	25
41	73
103	100
72	4
6	14
73	100
43	54
102	43
111	123
102	125
51	67
6	99
68	24
9	25
6	87
12	73
2	63
62	78
6	65
73	69
72	19
21	115
43	94
91	12
68	34
111	39
96	68
102	15
76	25
76	125
16	34
2	88
44	20
77	25
87	19
1	57
86	20
42	33
57	100
76	125
98	125
73	79
26	42
19	25
16	125
17	125
43	25
43	20
46	63
11	57
72	94
72	53
91	90
6	42
91	73
122	90
54	5
33	9
11	43
96	73
4	100
56	2
21	90
91	55
13	90
56	90
91	24
22	98
111	103
73	25
37	23
31	73
11	37
67	44
2	24
26	42
61	63
91	37
11	73
74	70
88	70
89	20
91	3
87	88
76	119
43	69
77	35
109	25
72	100
42	99
36	108
102	25
2	60
58	59
44	20
91	14
22	60
57	64
98	90
103	69
26	57
88	19
16	13
42	100
96	43
42	33
67	98
73	104
58	125
43	25
62	59
39	100
2	75
103	25
16	103
36	40
74	95
26	88
59	125
103	25
86	74
86	100
22	100
34	25
21	125
91	23
16	44
81	23
36	42
22	4
22	10
11	4
2	40
102	70
98	89
18	90
4	70
73	59
91	77
73	54
4	70
34	125
89	70
22	104
96	37
11	95
57	44
72	9
23	69
87	100
106	74
26	104
76	3
111	125
21	15
2	25
2	78
102	78
93	94
18	44
96	125
102	69
96	23
31	22
93	100
2	43
78	24
38	90
113	24
3	65
91	44
86	24
97	3
42	14
44	70
6	103
51	4
76	109
91	97
12	90
113	24
61	4
21	103
71	24
36	125
6	100
8	44
72	19
2	54
22	58
76	33
88	99
67	60
103	59
11	59
43	89
108	44
13	95
87	14
98	24
57	73
44	15
42	93
3	25
97	25
23	59
56	9
73	60
91	97
101	44
91	3
64	5
91	34
11	55
96	98
102	45
6	98
1	107
102	55
61	102
2	88
34	25
111	34
6	20
12	25
6	125
26	57
2	65
76	114
42	108
102	79
11	73
96	69
62	100
24	115
11	2
72	24
61	72
73	129
74	70
33	125
26	34
99	40
77	69
123	90
2	58
87	65
3	40
11	72
59	25
26	73
22	100
21	17
103	54
102	68
2	24
36	103
91	25
112	99
61	90
1	23
43	59
37	100
2	44
3	109
1	70
42	125
16	90
94	100
91	73
58	75
74	90
72	34
22	70
44	65
2	93
2	125
86	9
102	18
86	108
62	25
3	5
61	89
24	100
13	39
16	24
91	73
11	72
2	60
91	90
69	25
57	100
23	24
44	20
102	75
102	33
44	25
23	5
13	60
111	14
71	43
23	20
24	90
36	98
68	69
72	70
42	125
54	25
61	5
94	25
8	24
6	90
22	88
42	24
91	73
2	90
16	13
88	125
56	73
33	104
24	20
87	73
72	69
6	20
102	99
42	33
91	125
57	103
6	33
42	99
103	59
43	24
26	3
76	103
88	14
18	34
88	94
56	14
18	125
76	90
43	129
63	9
94	40
58	59
98	5
102	68
26	100
68	25
2	29
11	57
91	125
58	14
2	65
36	20
1	43
96	22
42	70
87	25
16	33
72	89
76	125
26	98
76	3
3	5
31	25
74	90
86	33
64	80
16	59
68	4
26	54
14	100
57	73
87	20
51	68
58	40
54	25
103	69
51	59
26	25
11	37
73	30
31	57
88	24
61	18
19	125
94	25
2	24
26	57
17	65
22	24
58	15
111	90
98	75
112	4
61	44
19	25
3	100
102	14
21	100
71	87
96	88
104	100
123	79
69	100
86	25
1	97
41	32
103	30
54	25
59	125
86	3
2	43
64	5
1	43
37	3
16	87
32	24
1	73
96	69
72	98
103	40
88	99
103	69
3	14
103	40
91	64
26	42
106	100
91	90
91	30
101	25
2	103
87	19
87	73
24	90
86	75
87	23
24	70
96	24
89	100
97	73
22	90
43	25
73	59
58	20
63	44
72	78
26	103
26	125
96	94
1	7
3	90
129	125
57	23
12	60
2	108
93	44
21	19
26	42
87	40
87	64
122	68
87	25
86	65
99	125
59	60
6	25
33	44
3	25
99	40
12	69
4	125
101	18
63	44
76	125
3	75
61	125
6	14
22	19
2	13
6	130
62	43
23	55
106	58
93	24
91	73
76	57
1	9
58	25
23	55
113	125
91	73
67	55
23	90
76	125
16	59
99	125
3	109
91	100
122	70
96	99
72	113
96	70
102	88
19	25
76	88
94	125
22	25
1	59
2	13
46	42
81	43
24	20
68	34
18	19
102	25
91	67
22	100
54	25
13	95
91	12
91	73
59	100
106	25
21	14
96	68
37	94
1	12
42	99
59	125
106	44
76	93
22	89
91	100
2	5
6	20
87	73
57	129
26	58
2	44
59	25
8	89
6	69
14	40
76	100
6	98
61	98
97	69
97	73
16	69
22	68
6	57
56	79
26	102
89	125
26	24
3	35
61	54
26	102
96	94
22	98
9	75
63	44
3	69
37	3
102	55
37	90
87	3
106	72
72	125
68	14
18	24
44	20
91	93
14	25
61	89
91	3
3	109
123	24
31	24
3	60
22	78
56	2
76	42
64	125
72	24
88	40
14	40
18	54
23	24
43	35
87	100
103	25
1	44
26	43
13	104
3	25
31	44
71	4
91	112
37	59
7	100
73	125
17	43
6	70
61	24
61	90
42	40
74	100
91	89
6	88
87	55
14	40
112	35
86	100
42	125
6	58
42	95
71	102
73	89
37	55
1	109
2	125
22	3
41	69
64	80
3	14
73	114
68	45
61	24
3	70
91	64
104	20
72	8
11	98
56	40
38	90
86	58
112	25
87	3
112	25
96	94
37	43
2	125
2	100
68	90
63	44
56	98
42	75
98	80
8	25
73	64
56	60
1	79
43	25
24	90
41	13
36	14
57	25
93	125
61	59
111	22
87	73
68	49
36	72
42	59
76	98
123	64
87	69
44	90
73	109
91	102
13	24
111	59
91	55
37	25
18	40
61	103
96	24
76	3
69	100
96	43
97	3
91	103
97	43
43	14
91	112
89	125
22	24
98	74
53	90
36	88
1	67
61	2
56	4
101	18
57	54
43	64
87	100
36	2
68	25
1	100
56	20
23	24
73	14
72	89
22	3
11	18
96	18
73	60
26	72
11	44
6	25
98	75
57	103
62	24
31	89
26	57
91	97
107	89
6	100
97	99
2	100
99	25
4	55
91	109
112	69
73	100
72	90
18	70
112	35
36	44
23	125
113	24
76	125
17	79
89	55
1	73
96	43
16	60
31	125
61	9
63	15
72	88
46	98
89	125
91	77
3	20
31	20
86	18
93	24
26	102
56	104
31	42
4	120
86	90
26	24
71	23
111	2
74	55
88	40
21	2
43	99
42	34
91	12
76	90
102	63
76	69
98	14
11	94
43	100
97	100
91	4
43	9
101	24
26	104
19	25
2	125
42	125
102	63
11	55
36	24
67	125
22	89
34	40
72	103
91	89
23	14
96	60
87	25
76	94
8	24
106	58
118	24
86	22
12	99
103	69
111	37
86	22
18	25
37	43
9	25
11	87
112	20
57	55
57	109
86	22
11	3
66	93
16	39
73	74
2	25
97	15
91	3
69	75
6	89
57	100
76	22
56	69
97	20
108	24
2	40
23	100
6	94
16	102
41	99
16	60
91	89
78	125
91	43
33	25
43	14
77	30
54	125
22	44
97	54
42	39
59	60
87	23
11	72
37	14
98	90
72	44
43	129
22	108
4	115
87	125
34	25
87	65
6	42
72	24
16	42
61	72
26	72
88	94
37	100
1	59
2	60
8	4
58	125
11	99
16	19
77	20
11	94
99	125
62	59
57	14
56	93
87	94
12	70
81	102
112	4
87	125
67	74
31	19
37	55
11	3
56	2
71	62
11	103
4	100
104	80
63	44
74	90
16	22
1	94
56	95
2	78
58	70
14	55
37	75
96	78
23	60
91	3
11	72
26	20
97	4
88	104
72	88
11	90
88	70
88	59
11	88
72	78
42	100
16	95
11	40
43	100
58	125
23	89
16	42
6	87
61	72
16	74
57	35
96	88
101	43
98	75
96	35
3	64
73	114
91	25
26	42
31	2
6	73
17	18
57	55
11	37
76	87
94	95
2	125
72	20
87	43
11	75
87	79
91	68
72	63
88	74
76	68
112	59
11	103
3	55
11	73
102	25
68	19
94	95
22	90
111	73
1	78
88	94
57	103
87	3
24	90
31	43
61	64
18	34
56	33
67	58
111	53
88	24
88	64
111	125
91	37
41	100
3	25
104	100
11	3
86	103
96	43
103	79
98	24
86	125
26	100
111	55
91	3
3	70
37	103
111	89
29	30
103	64
57	20
87	25
68	14
77	4
61	93
37	73
56	94
96	72
96	73
76	2
42	68
93	74
63	9
43	59
77	69
96	73
71	100
11	103
31	87
104	100
111	99
87	9
23	24
3	89
18	120
57	3
87	23
27	28
79	100
76	93
86	13
1	89
42	74
92	43
57	4
72	29
26	104
93	25
58	59
72	90
89	100
101	44
111	80
72	104
24	20
58	59
81	5
57	123
96	87
1	19
2	13
98	90
117	43
86	64
11	24
87	55
97	64
91	22
91	35
42	24
59	125
16	113
23	4
21	98
1	7
21	24
87	43
43	25
88	70
81	102
73	25
2	44
76	5
1	115
91	59
6	98
106	24
62	90
16	90
72	20
72	34
2	74
72	90
86	94
22	3
63	44
67	20
42	68
79	125
111	25
111	42
91	73
2	68
43	25
87	94
16	42
64	80
103	100
102	25
97	74
37	99
91	54
91	67
72	19
67	89
37	74
81	102
57	69
67	98
24	60
3	44
76	57
37	20
56	72
37	59
22	44
22	23
68	125
86	10
21	88
72	73
73	129
88	109
102	39
66	25
22	94
6	20
3	55
56	3
31	87
26	58
68	44
113	24
6	25
46	5
2	74
59	20
18	125
122	78
43	20
4	80
18	19
66	40
102	88
91	37
36	22
51	73
23	69
87	25
87	4
66	94
72	24
16	14
74	115
11	24
94	25
21	59
51	20
37	3
14	125
22	3
61	68
2	14
61	22
112	94
56	8
91	59
96	24
12	24
6	88
111	40
66	4
113	24
1	89
89	25
91	89
52	59
46	94
6	74
16	64
86	63
129	125
44	75
67	74
31	72
102	25
56	40
123	9
76	24
36	99
3	40
122	63
2	60
31	103
43	69
37	55
87	43
14	55
91	70
26	42
103	69
109	25
88	15
59	125
31	23
1	64
18	24
16	23
26	25
6	60
19	125
121	94
68	4
87	24
16	43
58	59
1	25
24	20
26	73
96	59
87	3
6	58
43	89
72	15
91	113
71	34
26	87
103	60
2	63
24	90
57	73
91	69
67	43
42	69
76	57
87	99
3	64
102	24
96	4
99	125
103	55
63	75
26	22
111	69
1	59
102	24
73	25
2	4
31	75
2	14
43	80
76	87
22	25
36	5
72	60
81	3
6	88
102	3
91	69
37	3
1	58
76	98
16	68
21	125
42	24
1	43
36	2
101	90
2	8
22	68
3	40
91	25
26	25
19	25
103	14
72	74
72	69
42	100
63	125
57	40
88	20
86	18
43	29
21	60
18	19
19	25
6	74
87	70
102	4
6	87
106	109
37	80
103	4
16	89
91	25
96	43
111	2
23	125
31	87
31	25
42	58
89	125
94	100
61	44
2	63
44	100
61	88
3	89
102	125
1	7
101	24
16	87
12	20
14	40
96	14
11	57
91	2
91	40
61	25
102	25
26	104
96	102
101	43
31	70
73	74
8	74
3	70
91	64
3	94
76	54
96	19
66	22
36	72
101	87
6	69
59	125
91	125
6	3
102	18
89	25
6	33
106	2
16	25
68	44
87	60
24	100
16	74
66	2
67	14
11	15
76	70
67	59
31	94
2	54
43	99
11	87
76	20
109	125
99	125
73	129
111	3
18	34
34	25
1	25
13	90
77	100
51	109
86	72
72	125
96	103
6	25
24	90
91	12
76	25
33	25
72	103
86	93
76	94
111	93
22	79
73	40
96	73
72	125
73	89
2	103
96	74
91	20
16	43
23	44
86	24
22	13
6	4
12	10
91	58
14	40
73	104
6	99
2	8
31	3
56	25
97	59
91	24
91	24
73	5
86	70
11	25
87	25
1	5
104	65
11	24
97	23
6	88
6	58
6	59
72	20
87	103
91	77
56	64
66	42
98	40
11	10
36	122
37	89
22	88
103	55
24	70
42	90
72	88
3	79
87	24
97	3
1	25
108	90
102	19
22	125
22	89
88	125
37	23
76	18
111	99
22	88
42	59
43	94
73	100
2	43
111	35
69	125
21	13
51	59
71	18
3	14
103	25
96	42
61	22
76	22
76	88
11	37
91	73
56	88
102	54
61	79
37	43
91	80
78	60
31	99
56	34
6	72
112	44
19	25
103	94
94	25
44	100
91	97
103	99
22	3
87	14
94	25
22	70
3	40
22	100
96	37
43	100
1	79
1	68
72	90
23	95
23	60
2	75
23	44
44	5
24	100
66	13
106	74
76	44
123	4
103	100
14	25
71	27
61	68
24	90
31	37
71	112
31	72
16	59
1	28
102	59
22	90
66	4
11	102
88	59
57	34
87	103
72	43
22	8
72	94
26	40
57	65
71	18
76	25
26	2
111	74
103	14
93	125
88	90
96	73
3	54
86	42
61	75
96	70
76	74
97	60
87	69
43	94
23	89
62	73
43	35
69	25
11	55
86	74
96	22
16	34
26	100
3	109
56	42
117	78
11	2
111	40
102	23
44	10
3	125
103	100
87	19
21	104
76	90
72	68
61	72
57	125
72	40
86	125
69	100
44	20
58	5
106	88
73	94
73	4
26	20
86	25
72	88
73	69
88	120
63	100
91	125
91	57
104	100
11	20
76	68
23	24
57	64
11	125
22	68
91	43
61	48
22	78
56	75
6	58
11	20
26	55
107	99
112	54
2	68
74	70
37	4
102	14
43	89
2	103
102	43
2	25
26	24
93	99
87	74
21	33
8	90
57	3
72	94
2	109
6	35
11	3
59	25
91	97
16	125
91	9
31	68
99	125
72	113
91	14
101	90
11	57
26	88
87	43
18	24
36	40
86	22
62	5
91	44
74	10
63	79
1	94
102	25
88	99
102	39
13	125
89	65
36	42
102	125
3	89
42	89
6	69
2	125
91	3
42	25
102	18
69	25
94	25
28	29
94	25
99	40
97	3
57	69
77	43
73	25
128	129
31	100
103	14
91	43
1	57
11	25
23	100
59	30
87	94
42	4
43	25
123	94
88	89
2	24
22	94
2	24
43	24
76	3
76	87
36	24
103	34
128	5
87	25
21	24
6	70
2	18
2	125
37	109
73	100
57	104
23	69
77	23
96	10
52	43
91	125
92	24
88	99
92	80
41	125
72	103
61	102
72	109
3	100
6	57
106	78
1	87
58	25
71	8
11	100
86	25
46	103
2	64
1	57
89	20
44	70
22	75
59	25
37	24
73	40
11	74
76	3
118	24
78	24
58	44
106	58
36	65
67	23
91	59
3	99
86	63
1	60
78	59
91	25
77	88
1	57
26	103
91	90
98	99
86	2
73	114
43	125
86	90
101	43
41	17
102	64
96	93
41	43
61	72
111	4
91	24
17	103
97	3
41	43
76	60
111	18
42	125
103	25
22	3
59	60
11	88
72	88
22	65
102	33
91	24
2	4
22	78
98	125
31	43
76	72
42	108
11	23
99	25
22	125
43	60
73	25
86	72
16	34
31	43
61	44
26	60
43	25
88	40
91	73
76	70
17	74
69	20
16	103
8	90
72	125
91	14
98	75
87	23
87	54
26	64
91	77
101	113
68	125
57	94
3	44
16	13
2	54
16	125
37	99
72	100
42	68
87	60
17	25
36	8
21	94
96	24
102	14
76	22
67	4
68	99
72	30
51	59
96	55
11	63
103	35
8	25
86	24
102	54
46	100
76	72
59	125
91	68
96	87
12	100
93	100
37	24
111	87
21	88
91	73
16	59
11	125
56	102
74	70
22	99
101	34
1	5
97	89
111	33
42	63
87	100
24	60
17	44
42	68
97	3
18	34
26	90
109	25
37	73
68	70
57	25
62	3
106	63
6	23
91	88
42	100
16	125
1	73
13	60
8	125
58	115
26	87
128	80
68	24
86	42
42	125
37	24
31	87
3	100
41	59
54	25
14	55
42	125
3	44
3	70
11	88
96	74
69	125
87	43
57	24
22	14
2	14
91	69
87	90
42	58
67	89
42	93
6	73
72	104
76	87
72	34
91	73
6	2
2	9
78	59
53	70
72	34
91	37
56	22
36	125
42	70
96	103
23	64
1	74
102	63
123	125
41	3
46	102
98	24
56	123
2	125
2	58
96	40
117	24
91	70
113	24
74	100
61	72
26	130
102	3
73	40
11	45
72	14
102	33
97	109
97	3
43	14
26	2
88	75
76	25
87	25
22	99
129	25
88	99
72	93
106	5
96	112
91	77
59	100
26	125
61	93
94	95
42	20
69	35
4	100
103	94
36	125
62	24
72	103
96	80
22	125
72	40
57	130
88	14
82	100
1	57
31	87
97	38
54	125
89	5
26	20
94	40
23	55
58	90
91	40
57	99
22	98
37	73
101	28
91	69
22	14
31	3
86	103
18	24
72	103
2	59
2	88
26	102
109	25
26	88
111	2
2	100
106	78
91	77
21	99
58	99
91	55
2	25
22	18
61	70
2	13
11	90
9	75
94	100
78	79
16	34
77	43
2	5
68	25
87	94
76	98
72	24
74	55
41	28
114	70
96	89
91	25
73	109
56	125
17	59
67	23
11	57
57	40
1	102
16	65
11	37
1	65
16	102
72	40
1	70
76	69
104	20
46	18
11	74
11	57
57	74
8	60
58	24
61	95
37	100
102	58
96	59
26	44
91	23
91	4
31	25
1	93
6	25
11	99
23	100
69	35
21	88
88	4
6	4
86	33
61	68
18	125
91	100
72	25
8	60
11	3
59	125
61	68
111	42
22	59
94	95
102	60
56	94
3	89
91	37
68	120
13	25
91	12
62	99
36	22
97	69
71	90
66	102
31	63
111	24
6	94
26	73
76	87
36	24
16	68
103	25
93	90
31	60
99	125
6	55
43	89
76	3
72	59
91	3
86	104
31	57
